truck_id,month,trips_completed,total_miles,total_revenue,average_mpg,maintenance_events,maintenance_cost,downtime_hours,utilization_rate
TRK00007,2024-05-01,28,43974,96997.47,6.5,1,719.66,1970-01-01 00:00:00.000000013,0.903
TRK00007,2024-06-01,18,31709,62598.43,6.43,1,611.22,1970-01-01 00:00:00.000000021,0.6
TRK00007,2024-07-01,21,29032,63842.15,6.47,0,0.0,1970-01-01 00:00:00.000000000,0.677
TRK00007,2024-08-01,26,43140,88994.97,6.51,2,1727.9,1970-01-01 00:00:00.000000051,0.839
TRK00007,2024-09-01,26,35666,72500.33,6.41,0,0.0,1970-01-01 00:00:00.000000000,0.867
TRK00007,2024-10-01,24,36665,82396.02,6.51,0,0.0,1970-01-01 00:00:00.000000000,0.774
TRK00007,2024-11-01,30,46517,95552.72,6.54,1,1228.0,1970-01-01 00:00:00.000000042,1.0
TRK00007,2024-12-01,18,24163,53853.49,6.64,0,0.0,1970-01-01 00:00:00.000000000,0.581
TRK00008,2022-01-01,33,47016,99447.9,6.55,1,2666.62,1970-01-01 00:00:00.000000028,1.065
TRK00008,2022-02-01,23,29817,69273.48,6.5,0,0.0,1970-01-01 00:00:00.000000000,0.821
TRK00008,2022-03-01,19,24770,52802.05,6.37,0,0.0,1970-01-01 00:00:00.000000000,0.613
TRK00008,2022-04-01,21,35478,75170.64,6.69,0,0.0,1970-01-01 00:00:00.000000000,0.7
TRK00008,2022-05-01,23,35227,76789.0,6.4,0,0.0,1970-01-01 00:00:00.000000000,0.742
TRK00008,2022-06-01,20,31748,66644.55,6.59,0,0.0,1970-01-01 00:00:00.000000000,0.667
TRK00008,2022-07-01,26,32607,70606.55,6.32,2,3309.35,1970-01-01 00:00:00.000000035,0.839
TRK00008,2022-08-01,23,39402,74585.84,6.54,0,0.0,1970-01-01 00:00:00.000000000,0.742
TRK00008,2022-09-01,22,27785,58347.37,6.44,1,1117.13,1970-01-01 00:00:00.000000024,0.733
TRK00008,2022-10-01,25,32656,70477.04,6.45,1,2990.13,1970-01-01 00:00:00.000000032,0.806
TRK00008,2022-11-01,25,39718,83145.86,6.42,0,0.0,1970-01-01 00:00:00.000000000,0.833
TRK00008,2022-12-01,28,41397,90616.23,6.49,1,2855.47,1970-01-01 00:00:00.000000005,0.903
TRK00008,2023-01-01,26,50049,107246.98,6.48,1,2021.39,1970-01-01 00:00:00.000000022,0.839
TRK00008,2023-02-01,16,29056,67901.66,6.63,0,0.0,1970-01-01 00:00:00.000000000,0.571
TRK00008,2023-03-01,23,35417,80533.68,6.68,0,0.0,1970-01-01 00:00:00.000000000,0.742
TRK00008,2023-04-01,24,31654,70642.04,6.4,0,0.0,1970-01-01 00:00:00.000000000,0.8
TRK00008,2023-05-01,27,37121,82377.85,6.46,1,588.15,1970-01-01 00:00:00.000000016,0.871
TRK00008,2023-06-01,27,44623,102440.55,6.46,1,236.59,1970-01-01 00:00:00.000000040,0.9
TRK00008,2023-07-01,38,51102,104974.38,6.39,0,0.0,1970-01-01 00:00:00.000000000,1.226
TRK00008,2023-08-01,18,28765,61436.44,6.62,0,0.0,1970-01-01 00:00:00.000000000,0.581
TRK00008,2023-09-01,27,41321,88348.75,6.42,1,2171.9,1970-01-01 00:00:00.000000005,0.9
TRK00008,2023-10-01,20,25114,50814.91,6.82,1,285.46,1970-01-01 00:00:00.000000015,0.645
TRK00008,2023-11-01,22,29602,65322.04,6.76,0,0.0,1970-01-01 00:00:00.000000000,0.733
TRK00008,2023-12-01,32,47310,102444.34,6.5,1,1869.38,1970-01-01 00:00:00.000000019,1.032
TRK00008,2024-01-01,19,28692,61154.9,6.29,1,2746.93,1970-01-01 00:00:00.000000028,0.613
TRK00008,2024-02-01,28,41234,90584.03,6.49,0,0.0,1970-01-01 00:00:00.000000000,0.966
TRK00008,2024-03-01,23,38593,80547.55,6.6,1,1236.73,1970-01-01 00:00:00.000000045,0.742
TRK00008,2024-04-01,37,55780,123352.33,6.53,0,0.0,1970-01-01 00:00:00.000000000,1.233
TRK00008,2024-05-01,18,25374,60337.94,6.63,1,1130.43,1970-01-01 00:00:00.000000042,0.581
TRK00008,2024-06-01,25,38539,78848.2,6.3,0,0.0,1970-01-01 00:00:00.000000000,0.833
TRK00008,2024-07-01,22,27748,57125.62,6.68,0,0.0,1970-01-01 00:00:00.000000000,0.71
TRK00008,2024-08-01,31,39308,76993.5,6.44,1,2023.23,1970-01-01 00:00:00.000000036,1.0
TRK00008,2024-09-01,25,28417,59820.72,6.64,2,4430.8,1970-01-01 00:00:00.000000053,0.833
TRK00008,2024-10-01,29,40190,83653.84,6.4,1,1345.05,1970-01-01 00:00:00.000000031,0.935
TRK00008,2024-11-01,32,37663,81346.69,6.63,0,0.0,1970-01-01 00:00:00.000000000,1.067
TRK00008,2024-12-01,17,26117,54433.57,6.36,0,0.0,1970-01-01 00:00:00.000000000,0.548
TRK00009,2022-01-01,29,46935,104341.01,6.44,0,0.0,1970-01-01 00:00:00.000000000,0.935
TRK00009,2022-02-01,18,23426,45953.42,6.54,0,0.0,1970-01-01 00:00:00.000000000,0.643
TRK00009,2022-03-01,29,38569,80956.04,6.69,0,0.0,1970-01-01 00:00:00.000000000,0.935
TRK00009,2022-04-01,24,28835,59187.06,6.64,1,2410.51,1970-01-01 00:00:00.000000013,0.8
TRK00009,2022-05-01,19,21942,52122.29,6.26,1,390.52,1970-01-01 00:00:00.000000032,0.613
TRK00009,2022-06-01,30,41563,83155.09,6.61,1,2102.84,1970-01-01 00:00:00.000000042,1.0
TRK00009,2022-07-01,26,35581,70934.75,6.56,0,0.0,1970-01-01 00:00:00.000000000,0.839
TRK00009,2022-08-01,25,33859,74148.11,6.44,0,0.0,1970-01-01 00:00:00.000000000,0.806
TRK00009,2022-09-01,25,38336,84215.92,6.36,1,782.55,1970-01-01 00:00:00.000000044,0.833
TRK00009,2022-10-01,34,44397,98216.78,6.54,0,0.0,1970-01-01 00:00:00.000000000,1.097
TRK00009,2022-11-01,29,47194,103861.25,6.37,1,1239.4,1970-01-01 00:00:00.000000042,0.967
TRK00009,2022-12-01,19,33735,74032.61,6.58,0,0.0,1970-01-01 00:00:00.000000000,0.613
TRK00009,2023-01-01,24,36946,81929.75,6.44,0,0.0,1970-01-01 00:00:00.000000000,0.774
TRK00009,2023-02-01,20,24965,51396.63,6.59,1,552.28,1970-01-01 00:00:00.000000006,0.714
TRK00009,2023-03-01,21,34003,75172.57,6.56,0,0.0,1970-01-01 00:00:00.000000000,0.677
TRK00009,2023-04-01,29,40715,81278.22,6.49,1,3508.87,1970-01-01 00:00:00.000000004,0.967
TRK00009,2023-05-01,18,23980,54154.59,6.4,0,0.0,1970-01-01 00:00:00.000000000,0.581
TRK00009,2023-06-01,24,37075,77900.56,6.72,2,5424.85,1970-01-01 00:00:00.000000056,0.8
TRK00009,2023-07-01,29,43828,97859.66,6.53,0,0.0,1970-01-01 00:00:00.000000000,0.935
TRK00009,2023-08-01,23,34752,72942.07,6.45,1,1254.32,1970-01-01 00:00:00.000000018,0.742
TRK00009,2023-09-01,22,34468,82990.2,6.62,0,0.0,1970-01-01 00:00:00.000000000,0.733
TRK00009,2023-10-01,23,33894,76302.01,6.59,0,0.0,1970-01-01 00:00:00.000000000,0.742
TRK00009,2023-11-01,23,36336,75968.16,6.47,1,2607.49,1970-01-01 00:00:00.000000034,0.767
TRK00009,2023-12-01,17,26748,55412.91,6.17,0,0.0,1970-01-01 00:00:00.000000000,0.548
TRK00009,2024-01-01,28,44827,94896.21,6.51,0,0.0,1970-01-01 00:00:00.000000000,0.903
TRK00009,2024-02-01,27,34427,72854.1,6.46,0,0.0,1970-01-01 00:00:00.000000000,0.931
TRK00009,2024-03-01,30,42740,93901.4,6.65,0,0.0,1970-01-01 00:00:00.000000000,0.968
TRK00009,2024-04-01,29,52724,112642.58,6.27,1,2287.45,1970-01-01 00:00:00.000000019,0.967
TRK00009,2024-05-01,15,26236,52761.99,6.73,1,730.98,1970-01-01 00:00:00.000000016,0.484
TRK00009,2024-06-01,31,42508,92879.03,6.59,1,2615.53,1970-01-01 00:00:00.000000044,1.033
TRK00009,2024-07-01,25,40950,92549.26,6.65,0,0.0,1970-01-01 00:00:00.000000000,0.806
TRK00009,2024-08-01,29,36931,85678.99,6.67,1,2433.33,1970-01-01 00:00:00.000000008,0.935
TRK00009,2024-09-01,19,27512,59716.16,6.2,1,2828.31,1970-01-01 00:00:00.000000042,0.633
TRK00009,2024-10-01,25,38508,83594.7,6.34,2,7384.61,1970-01-01 00:00:00.000000070,0.806
TRK00009,2024-11-01,31,34976,70999.38,6.55,0,0.0,1970-01-01 00:00:00.000000000,1.033
TRK00009,2024-12-01,31,45749,106019.37,6.58,1,1780.0,1970-01-01 00:00:00.000000023,1.0
TRK00010,2022-01-01,31,40150,88320.41,6.55,0,0.0,1970-01-01 00:00:00.000000000,1.0
TRK00010,2022-02-01,18,28270,60011.64,6.37,0,0.0,1970-01-01 00:00:00.000000000,0.643
TRK00010,2022-03-01,19,25029,55816.05,6.7,1,2784.51,1970-01-01 00:00:00.000000010,0.613
